catchId,tripId,speciesCode,count,keptCount,releasedCount,avgLengthCm,catchLat,catchLon,catchTime
c-0136-00,t-0136,FLOUNDER,11,10,1,100.3,27.96981,-97.54019,07:00:00
c-0136-01,t-0136,SNOOK,8,1,7,65.3,27.6,-97.29333,09:45:00
c-0137-00,t-0137,COBIA,5,2,3,64.1,26.89376,-95.80808,12:15:00
c-0137-01,t-0137,COBIA,8,1,7,74.1,27.40369,-97.44312,11:15:00
c-0137-02,t-0137,RED_SNAPPER,8,4,4,23.5,27.41212,-97.5875,06:30:00
c-0137-03,t-0137,SNOOK,8,2,6,84.0,27.78765,-97.76247,05:45:00
c-0137-04,t-0137,FLOUNDER,7,0,7,90.8,26.6128,-96.39989,12:45:00
c-0138-00,t-0138,SHARK,10,8,2,53.3,27.88135,-96.83587,09:45:00
c-0138-01,t-0138,SHARK,11,1,10,73.5,26.12695,-95.80597,10:00:00
c-0138-02,t-0138,COBIA,5,5,0,37.7,27.93472,-96.27909,05:45:00
c-0138-03,t-0138,SNOOK,7,1,6,88.9,27.51969,-97.20226,12:00:00
c-0138-04,t-0138,RED_SNAPPER,4,1,3,39.3,28.03599,-96.92403,16:15:00
c-0138-05,t-0138,TARPON,9,4,5,73.4,27.12523,-97.67401,12:00:00
c-0138-06,t-0138,TARPON,12,0,12,31.8,26.0852,-97.68789,15:45:00
c-0139-00,t-0139,RED_SNAPPER,4,1,3,37.2,28.08651,-96.56326,05:30:00
c-0139-01,t-0139,FLOUNDER,10,2,8,26.4,27.8877,-97.60542,06:00:00
c-0139-02,t-0139,COBIA,4,0,4,62.6,27.14343,-96.20165,16:45:00
c-0139-03,t-0139,COBIA,10,8,2,52.2,26.74574,-95.84829,08:00:00
c-0139-04,t-0139,COBIA,2,1,1,95.8,27.3641,-97.12899,07:30:00
c-0140-00,t-0140,RED_SNAPPER,1,1,0,20.6,27.40862,-96.24468,07:00:00
c-0140-01,t-0140,SNOOK,5,3,2,100.7,27.6255,-96.61254,12:15:00
c-0140-02,t-0140,TARPON,9,7,2,43.9,26.47417,-96.52035,07:00:00
c-0140-03,t-0140,SNOOK,10,1,9,102.6,27.37143,-96.3656,09:30:00
c-0140-04,t-0140,FLOUNDER,4,0,4,117.7,26.96321,-96.68458,14:30:00
c-0140-05,t-0140,TARPON,9,3,6,97.0,27.98428,-95.82644,15:15:00
c-0140-06,t-0140,TARPON,3,3,0,37.6,26.63578,-97.41256,15:00:00
c-0141-00,t-0141,COBIA,9,2,7,98.5,26.24017,-97.69509,12:00:00
c-0141-01,t-0141,TARPON,8,5,3,39.9,26.16298,-97.3294,15:30:00
c-0142-00,t-0142,COBIA,10,7,3,58.7,28.04812,-97.51012,07:45:00
c-0142-01,t-0142,SHARK,5,1,4,32.7,27.65559,-96.53596,16:00:00
c-0143-00,t-0143,COBIA,11,9,2,77.8,27.38836,-96.22091,13:15:00
c-0143-01,t-0143,FLOUNDER,8,3,5,67.3,26.19889,-96.08605,12:30:00
c-0143-02,t-0143,SHARK,4,1,3,63.4,26.03336,-96.94378,08:15:00
c-0143-03,t-0143,RED_SNAPPER,7,0,7,119.1,28.10164,-96.0035,16:00:00
c-0144-00,t-0144,COBIA,12,6,6,33.3,27.28452,-97.77515,09:15:00
c-0144-01,t-0144,COBIA,8,4,4,90.3,27.48957,-97.61854,14:00:00
c-0145-00,t-0145,FLOUNDER,10,8,2,99.4,27.73164,-96.40389,15:00:00
c-0145-01,t-0145,RED_SNAPPER,1,1,0,31.1,27.42705,-97.12861,10:45:00
c-0145-02,t-0145,FLOUNDER,3,0,3,90.9,27.42401,-97.06886,08:15:00
c-0145-03,t-0145,TARPON,2,2,0,93.7,28.25688,-97.32273,14:15:00
c-0145-04,t-0145,SHARK,6,2,4,70.4,27.7323,-96.27823,11:30:00
c-0146-00,t-0146,TARPON,9,4,5,82.1,27.6326,-96.44338,15:00:00
c-0146-01,t-0146,TARPON,2,0,2,109.8,26.43321,-96.03204,09:00:00
c-0146-02,t-0146,TARPON,12,2,10,35.0,26.25154,-97.24811,08:00:00
c-0146-03,t-0146,TARPON,9,2,7,54.7,26.67429,-95.86085,12:00:00
c-0146-04,t-0146,SNOOK,4,4,0,53.6,26.67049,-97.6741,14:30:00
c-0147-00,t-0147,RED_SNAPPER,6,2,4,34.8,27.81532,-97.34644,09:45:00
c-0147-01,t-0147,COBIA,3,2,1,117.3,28.19929,-96.56274,16:15:00
c-0147-02,t-0147,COBIA,6,4,2,64.1,26.37089,-97.56617,10:15:00
c-0148-00,t-0148,TARPON,8,2,6,112.8,28.117,-96.99088,07:00:00
c-0148-01,t-0148,SNOOK,9,5,4,90.5,28.23135,-96.70771,12:30:00
c-0149-00,t-0149,RED_SNAPPER,11,8,3,50.8,27.10166,-97.71984,11:15:00
c-0149-01,t-0149,FLOUNDER,1,0,1,72.6,27.02574,-97.61504,09:15:00
c-0149-02,t-0149,FLOUNDER,8,1,7,59.4,26.05186,-96.72318,12:30:00
c-0149-03,t-0149,TARPON,1,1,0,34.8,27.3873,-96.77689,11:30:00
c-0149-04,t-0149,SHARK,6,2,4,117.8,26.88806,-97.77562,13:00:00
c-0149-05,t-0149,TARPON,12,6,6,48.9,26.4961,-96.02439,16:45:00
c-0149-06,t-0149,RED_SNAPPER,10,9,1,34.4,27.67579,-96.97161,09:45:00
c-0150-00,t-0150,SNOOK,9,7,2,76.8,28.10314,-96.97097,07:15:00
c-0150-01,t-0150,RED_SNAPPER,9,7,2,102.3,26.42781,-97.03646,09:30:00
c-0150-02,t-0150,RED_SNAPPER,4,0,4,35.4,27.13643,-96.32029,09:45:00
c-0150-03,t-0150,COBIA,5,3,2,69.2,26.28561,-96.46817,16:15:00
c-0150-04,t-0150,FLOUNDER,8,1,7,94.6,26.06542,-96.27056,14:45:00
c-0150-05,t-0150,TARPON,11,10,1,117.4,27.30082,-96.06331,06:30:00
c-0150-06,t-0150,FLOUNDER,5,1,4,25.9,27.17881,-96.64947,10:45:00
c-0151-00,t-0151,COBIA,2,2,0,74.4,26.44577,-96.54394,10:30:00
c-0151-01,t-0151,FLOUNDER,6,0,6,78.0,26.62436,-96.40406,07:00:00
c-0151-02,t-0151,SHARK,8,6,2,112.1,26.31498,-97.23716,07:00:00
c-0151-03,t-0151,FLOUNDER,4,4,0,89.0,26.50112,-96.79323,13:00:00
c-0151-04,t-0151,RED_SNAPPER,2,0,2,68.0,26.9599,-95.96794,09:30:00
c-0151-05,t-0151,SHARK,10,8,2,37.2,26.31973,-96.91612,09:00:00
c-0152-00,t-0152,RED_SNAPPER,12,12,0,27.8,26.2995,-97.64279,12:45:00
c-0152-01,t-0152,FLOUNDER,11,8,3,25.9,26.09779,-97.58437,06:30:00
c-0152-02,t-0152,RED_SNAPPER,1,0,1,112.0,26.09955,-97.19671,08:15:00
c-0153-00,t-0153,FLOUNDER,10,3,7,77.0,27.96682,-96.2384,06:00:00
c-0153-01,t-0153,FLOUNDER,5,1,4,20.4,27.21633,-96.36838,16:00:00
c-0153-02,t-0153,SHARK,12,7,5,89.8,28.12573,-95.95905,07:45:00
c-0154-00,t-0154,TARPON,8,1,7,48.4,27.66091,-97.6355,14:30:00
c-0154-01,t-0154,TARPON,4,4,0,49.1,27.58021,-96.11782,11:15:00
c-0154-02,t-0154,COBIA,8,5,3,21.3,27.97058,-96.01049,15:45:00
c-0154-03,t-0154,RED_SNAPPER,9,1,8,34.3,27.54582,-97.00726,11:00:00
c-0154-04,t-0154,SHARK,3,0,3,117.5,27.70529,-96.01514,10:15:00
c-0154-05,t-0154,TARPON,2,0,2,92.5,27.36841,-95.81868,09:30:00
c-0155-00,t-0155,SNOOK,8,3,5,114.2,26.24848,-97.29862,05:00:00
c-0155-01,t-0155,COBIA,8,0,8,58.3,27.69694,-96.13938,15:30:00
c-0155-02,t-0155,SNOOK,2,0,2,95.2,26.35129,-96.55607,12:45:00
c-0155-03,t-0155,SHARK,8,8,0,74.2,26.46444,-96.47581,13:00:00
c-0155-04,t-0155,TARPON,7,1,6,65.0,28.19094,-97.7368,11:45:00
c-0156-00,t-0156,SNOOK,2,2,0,69.1,26.71866,-97.02184,13:45:00
c-0156-01,t-0156,TARPON,9,0,9,46.3,27.0946,-96.0913,14:45:00
c-0156-02,t-0156,RED_SNAPPER,5,2,3,22.8,27.41896,-97.09447,05:15:00
c-0157-00,t-0157,FLOUNDER,11,4,7,28.5,27.52085,-97.30477,16:00:00
c-0157-01,t-0157,FLOUNDER,3,0,3,52.6,27.99856,-97.57106,12:45:00
c-0158-00,t-0158,RED_SNAPPER,2,1,1,89.1,27.31181,-97.15516,08:30:00
c-0158-01,t-0158,COBIA,11,5,6,81.5,27.14248,-96.17709,10:45:00
c-0158-02,t-0158,COBIA,2,2,0,48.7,26.46404,-96.52911,05:30:00
c-0158-03,t-0158,SNOOK,4,4,0,115.8,28.29132,-96.99595,16:00:00
c-0158-04,t-0158,TARPON,10,8,2,62.7,27.36129,-97.25327,10:00:00
c-0159-00,t-0159,COBIA,11,8,3,108.1,26.57791,-96.76926,15:15:00
c-0159-01,t-0159,SHARK,12,7,5,113.7,27.32674,-97.37409,13:45:00
c-0159-02,t-0159,SHARK,1,0,1,66.2,28.14966,-96.34677,08:15:00
c-0159-03,t-0159,SHARK,7,6,1,106.0,27.7168,-96.26894,06:15:00
c-0159-04,t-0159,COBIA,5,5,0,45.6,27.94572,-97.26613,14:15:00
c-0160-00,t-0160,FLOUNDER,5,5,0,37.6,26.62724,-97.74172,05:45:00
c-0160-01,t-0160,FLOUNDER,2,1,1,49.8,27.79914,-97.68935,06:45:00
c-0160-02,t-0160,SNOOK,2,1,1,104.3,28.06258,-96.45666,08:00:00
c-0161-00,t-0161,TARPON,7,3,4,41.8,26.75736,-96.63135,06:15:00
c-0161-01,t-0161,FLOUNDER,7,4,3,25.6,26.49245,-97.25091,13:30:00
c-0161-02,t-0161,TARPON,9,6,3,88.3,27.60912,-97.57408,09:15:00
c-0161-03,t-0161,SNOOK,5,0,5,116.7,26.8349,-96.36866,14:00:00
c-0162-00,t-0162,TARPON,7,0,7,112.8,27.99399,-96.08471,09:30:00
c-0162-01,t-0162,COBIA,4,2,2,105.9,26.20758,-96.15458,07:45:00
c-0162-02,t-0162,RED_SNAPPER,11,6,5,47.4,27.45211,-96.04107,06:45:00
c-0162-03,t-0162,TARPON,6,5,1,107.7,27.08351,-96.97408,06:15:00
c-0162-04,t-0162,FLOUNDER,6,3,3,92.9,27.60651,-96.78733,13:30:00
c-0162-05,t-0162,SNOOK,1,0,1,64.3,27.0425,-97.7453,15:15:00
c-0163-00,t-0163,TARPON,3,3,0,114.5,26.45693,-96.97101,14:15:00
c-0163-01,t-0163,SNOOK,9,9,0,42.9,26.04769,-97.75406,06:45:00
c-0163-02,t-0163,TARPON,3,0,3,81.8,26.45601,-96.39748,14:30:00
c-0163-03,t-0163,RED_SNAPPER,3,0,3,91.9,26.34328,-95.88393,11:45:00
c-0164-00,t-0164,FLOUNDER,7,3,4,41.6,27.71682,-97.03585,09:15:00
c-0164-01,t-0164,SHARK,3,0,3,117.6,26.96216,-96.98295,08:45:00
c-0164-02,t-0164,TARPON,11,10,1,28.6,28.08685,-97.06072,12:15:00
c-0164-03,t-0164,SNOOK,7,3,4,58.3,28.00432,-95.8512,11:30:00
c-0165-00,t-0165,RED_SNAPPER,10,0,10,45.4,28.16044,-95.86558,14:45:00
c-0165-01,t-0165,FLOUNDER,6,1,5,24.1,26.69577,-97.01061,07:30:00
c-0165-02,t-0165,COBIA,6,3,3,29.0,26.39069,-96.81432,16:45:00
c-0165-03,t-0165,TARPON,1,0,1,107.2,26.32613,-97.56632,09:30:00
c-0165-04,t-0165,SHARK,5,4,1,71.7,28.13035,-97.23415,11:15:00
c-0165-05,t-0165,RED_SNAPPER,3,3,0,38.9,26.72575,-95.81087,05:15:00
c-0166-00,t-0166,SHARK,3,0,3,29.4,27.13387,-96.10832,09:15:00
c-0166-01,t-0166,SNOOK,5,4,1,78.6,27.92039,-96.30013,14:00:00
c-0166-02,t-0166,COBIA,7,1,6,96.8,27.20984,-96.65842,15:00:00
c-0166-03,t-0166,RED_SNAPPER,11,10,1,59.4,28.04095,-97.74808,14:00:00
c-0166-04,t-0166,SNOOK,2,1,1,86.0,27.92505,-97.49245,12:30:00
c-0167-00,t-0167,FLOUNDER,1,0,1,115.2,27.84358,-97.23409,11:00:00
c-0167-01,t-0167,RED_SNAPPER,7,1,6,105.2,26.91737,-97.44398,07:45:00
c-0168-00,t-0168,FLOUNDER,2,1,1,40.0,27.38808,-97.08191,12:45:00
c-0168-01,t-0168,TARPON,7,1,6,101.1,27.09581,-96.67389,14:15:00
c-0168-02,t-0168,TARPON,1,1,0,87.6,26.99844,-96.94797,15:15:00
c-0168-03,t-0168,RED_SNAPPER,11,8,3,49.1,28.14054,-96.74544,11:00:00
c-0168-04,t-0168,SNOOK,3,1,2,110.3,28.08658,-96.84478,08:45:00
c-0168-05,t-0168,FLOUNDER,2,0,2,30.8,26.67961,-97.70454,11:45:00
c-0168-06,t-0168,SHARK,10,4,6,45.5,26.21731,-96.47829,06:00:00
c-0169-00,t-0169,COBIA,3,1,2,27.8,27.85802,-97.11733,14:30:00
c-0169-01,t-0169,RED_SNAPPER,9,0,9,59.5,28.00472,-97.58734,05:15:00
c-0169-02,t-0169,SHARK,7,7,0,81.8,27.50834,-96.87967,14:30:00
c-0169-03,t-0169,SHARK,11,6,5,28.8,27.58852,-95.87372,07:00:00
c-0169-04,t-0169,RED_SNAPPER,12,3,9,40.9,26.43884,-96.16806,15:15:00
c-0169-05,t-0169,COBIA,11,8,3,28.6,27.4944,-96.92842,12:15:00
c-0170-00,t-0170,COBIA,10,3,7,49.5,27.08443,-96.08041,11:00:00
c-0170-01,t-0170,TARPON,12,6,6,104.9,26.76786,-97.59467,16:30:00
c-0170-02,t-0170,SNOOK,9,9,0,81.1,26.08514,-97.00064,15:45:00
c-0170-03,t-0170,FLOUNDER,1,1,0,51.6,26.53338,-97.67859,06:30:00
c-0170-04,t-0170,TARPON,8,1,7,82.3,28.05362,-96.96573,15:30:00
c-0171-00,t-0171,FLOUNDER,11,5,6,105.3,27.16756,-96.62468,16:45:00
c-0171-01,t-0171,TARPON,12,6,6,103.3,26.30166,-97.21321,15:30:00
c-0171-02,t-0171,SHARK,3,1,2,89.1,27.83074,-96.20049,06:45:00
c-0172-00,t-0172,SHARK,1,0,1,63.1,27.90428,-96.01109,14:15:00
c-0172-01,t-0172,SHARK,5,2,3,96.9,26.27758,-97.35181,13:30:00
c-0172-02,t-0172,SNOOK,9,9,0,30.4,28.06153,-96.09318,05:45:00
c-0173-00,t-0173,SNOOK,6,1,5,49.2,27.44883,-96.05826,12:45:00
c-0173-01,t-0173,SHARK,11,5,6,101.9,27.68487,-97.60141,06:15:00
c-0173-02,t-0173,TARPON,1,0,1,54.1,27.00995,-96.9685,13:15:00
c-0174-00,t-0174,FLOUNDER,7,7,0,99.5,26.31739,-96.94235,10:00:00
c-0174-01,t-0174,FLOUNDER,12,12,0,114.4,27.01793,-96.2597,06:30:00
c-0174-02,t-0174,RED_SNAPPER,3,3,0,59.3,26.72405,-95.83611,05:15:00
c-0175-00,t-0175,COBIA,9,9,0,90.0,26.01818,-97.24044,12:15:00
c-0175-01,t-0175,TARPON,10,10,0,89.7,28.04143,-96.55128,15:45:00
c-0175-02,t-0175,FLOUNDER,2,0,2,53.4,27.78342,-96.03805,16:15:00
c-0175-03,t-0175,FLOUNDER,4,0,4,75.2,27.19708,-96.71842,13:30:00
c-0176-00,t-0176,SHARK,12,0,12,46.0,26.97232,-96.78945,13:30:00
c-0176-01,t-0176,SHARK,2,1,1,77.2,26.28477,-96.28688,05:45:00
c-0176-02,t-0176,FLOUNDER,12,9,3,91.5,26.77965,-97.32781,15:15:00
c-0176-03,t-0176,SNOOK,12,9,3,34.0,26.80578,-97.23093,11:15:00
c-0176-04,t-0176,TARPON,4,2,2,29.8,26.24202,-96.7671,16:45:00
c-0176-05,t-0176,COBIA,1,1,0,67.6,27.90541,-97.63611,12:00:00
c-0176-06,t-0176,FLOUNDER,10,8,2,97.9,26.84938,-96.74749,09:45:00
c-0177-00,t-0177,FLOUNDER,12,8,4,31.8,27.63565,-97.54123,08:45:00
c-0177-01,t-0177,RED_SNAPPER,9,5,4,80.2,27.08872,-96.30701,11:00:00
c-0177-02,t-0177,RED_SNAPPER,1,0,1,57.1,26.27799,-96.65647,10:30:00
c-0177-03,t-0177,FLOUNDER,3,1,2,62.2,26.67616,-97.74404,09:30:00
c-0177-04,t-0177,RED_SNAPPER,8,0,8,74.8,26.49584,-96.16175,06:00:00
c-0178-00,t-0178,RED_SNAPPER,12,5,7,100.0,27.53461,-97.50203,15:45:00
c-0178-01,t-0178,RED_SNAPPER,6,4,2,115.8,26.89064,-95.99951,12:30:00
c-0178-02,t-0178,FLOUNDER,12,0,12,83.0,27.48561,-96.06809,16:30:00
c-0178-03,t-0178,COBIA,9,1,8,115.5,27.2904,-97.55244,13:00:00
c-0178-04,t-0178,RED_SNAPPER,8,8,0,32.0,28.20177,-96.75649,13:15:00
c-0179-00,t-0179,TARPON,1,1,0,38.1,27.35445,-96.81705,05:30:00
c-0179-01,t-0179,COBIA,2,2,0,48.5,26.87863,-97.61795,07:30:00
c-0179-02,t-0179,RED_SNAPPER,7,2,5,81.4,27.7671,-97.49155,10:15:00
c-0179-03,t-0179,SHARK,7,1,6,34.2,26.06249,-97.683,10:30:00
c-0179-04,t-0179,COBIA,2,0,2,44.0,26.86368,-96.14452,14:15:00
c-0180-00,t-0180,RED_SNAPPER,7,3,4,46.9,26.93628,-96.83166,14:00:00
c-0180-01,t-0180,FLOUNDER,3,2,1,60.7,26.56653,-96.69059,06:15:00
c-0180-02,t-0180,COBIA,9,2,7,73.8,27.80063,-97.51527,11:45:00
c-0180-03,t-0180,SNOOK,10,4,6,117.2,26.09612,-96.17471,05:00:00
c-0180-04,t-0180,SNOOK,10,4,6,58.0,28.14707,-96.83563,10:15:00
c-0180-05,t-0180,SNOOK,1,0,1,73.4,27.34587,-96.77934,06:30:00
c-0181-00,t-0181,FLOUNDER,4,3,1,52.8,27.52324,-97.15672,16:15:00
c-0181-01,t-0181,RED_SNAPPER,8,0,8,87.3,27.48682,-97.7959,11:45:00
c-0181-02,t-0181,RED_SNAPPER,11,10,1,73.9,27.75367,-96.72374,15:45:00
c-0182-00,t-0182,COBIA,8,0,8,94.3,27.06419,-95.9275,09:30:00
c-0182-01,t-0182,SNOOK,11,4,7,42.1,26.44048,-96.16744,12:30:00
c-0183-00,t-0183,FLOUNDER,8,2,6,39.4,28.00081,-96.6618,16:15:00
c-0183-01,t-0183,SHARK,2,0,2,113.4,26.15033,-97.54351,08:30:00
c-0184-00,t-0184,SNOOK,5,0,5,71.8,26.99486,-95.80979,12:30:00
c-0184-01,t-0184,RED_SNAPPER,12,3,9,47.8,27.18969,-97.71307,11:45:00
c-0184-02,t-0184,FLOUNDER,6,0,6,100.8,26.72736,-97.01628,16:15:00
c-0184-03,t-0184,COBIA,2,0,2,36.4,28.24962,-96.95236,09:00:00
c-0185-00,t-0185,RED_SNAPPER,6,6,0,102.2,26.56845,-96.85285,13:15:00
c-0185-01,t-0185,RED_SNAPPER,10,7,3,82.5,28.17016,-96.2485,14:00:00
c-0185-02,t-0185,SHARK,1,1,0,109.0,26.19673,-97.67863,16:00:00
c-0185-03,t-0185,SHARK,8,0,8,81.1,27.80009,-97.676,11:00:00
c-0186-00,t-0186,TARPON,10,0,10,58.4,27.98854,-96.22505,11:00:00
c-0186-01,t-0186,FLOUNDER,1,1,0,52.8,26.78112,-95.92483,08:00:00
c-0186-02,t-0186,COBIA,2,2,0,110.4,26.23619,-96.60965,07:30:00
c-0187-00,t-0187,FLOUNDER,5,4,1,97.5,28.20741,-96.29125,07:45:00
c-0187-01,t-0187,FLOUNDER,6,0,6,78.6,26.70995,-97.1142,15:15:00
c-0187-02,t-0187,TARPON,9,0,9,54.4,26.13183,-96.78578,08:15:00
c-0187-03,t-0187,SNOOK,11,7,4,89.2,27.80611,-97.1169,12:30:00
c-0187-04,t-0187,SHARK,6,4,2,61.9,27.95962,-96.66781,07:00:00
c-0187-05,t-0187,COBIA,1,1,0,112.0,27.04489,-96.22162,15:15:00
c-0188-00,t-0188,RED_SNAPPER,1,1,0,27.4,26.92072,-96.14783,05:00:00
c-0188-01,t-0188,SHARK,11,9,2,24.4,26.32752,-96.91918,05:15:00
c-0188-02,t-0188,COBIA,5,5,0,54.0,26.455,-97.45171,13:15:00
c-0189-00,t-0189,SHARK,6,1,5,65.6,27.5062,-96.02998,10:30:00
c-0189-01,t-0189,SNOOK,10,6,4,26.5,27.52009,-95.91768,07:15:00
c-0189-02,t-0189,SHARK,7,5,2,80.0,27.82827,-97.41664,15:15:00
c-0189-03,t-0189,FLOUNDER,10,3,7,49.4,28.11833,-96.27384,07:30:00
c-0189-04,t-0189,FLOUNDER,5,1,4,116.8,26.56849,-96.54108,12:15:00
c-0190-00,t-0190,RED_SNAPPER,10,10,0,40.7,26.61717,-96.99811,08:45:00
c-0190-01,t-0190,TARPON,5,3,2,77.1,27.98529,-97.0082,10:30:00
c-0190-02,t-0190,TARPON,2,1,1,71.9,27.26627,-97.53134,08:00:00
c-0190-03,t-0190,TARPON,7,7,0,63.3,27.07008,-96.55775,10:45:00
c-0190-04,t-0190,COBIA,3,3,0,46.6,26.72915,-97.03526,06:30:00
c-0191-00,t-0191,SNOOK,6,1,5,52.9,26.82854,-96.70795,09:30:00
c-0191-01,t-0191,RED_SNAPPER,3,2,1,97.0,26.43848,-96.59193,09:30:00
c-0192-00,t-0192,FLOUNDER,4,4,0,98.6,27.66367,-97.38025,12:45:00
c-0192-01,t-0192,SNOOK,4,3,1,61.8,26.78352,-97.62825,12:45:00
c-0192-02,t-0192,SHARK,3,1,2,114.3,27.96177,-97.73979,05:45:00
c-0193-00,t-0193,FLOUNDER,10,10,0,111.4,28.24766,-95.81149,14:45:00
c-0193-01,t-0193,FLOUNDER,7,1,6,58.6,28.2544,-97.39159,12:00:00
c-0193-02,t-0193,RED_SNAPPER,11,4,7,37.1,26.75634,-95.87612,15:15:00
c-0194-00,t-0194,RED_SNAPPER,2,1,1,56.9,26.53599,-96.48086,05:15:00
c-0194-01,t-0194,RED_SNAPPER,7,2,5,32.9,26.75158,-95.98038,11:45:00
c-0194-02,t-0194,COBIA,4,1,3,51.0,27.70923,-97.02201,16:45:00
c-0195-00,t-0195,FLOUNDER,7,3,4,52.9,28.2795,-96.90854,14:45:00
c-0195-01,t-0195,SHARK,12,1,11,84.6,27.05847,-96.64773,12:30:00
c-0196-00,t-0196,COBIA,7,0,7,108.6,26.42192,-96.66277,07:30:00
c-0196-01,t-0196,SNOOK,11,1,10,92.7,28.02988,-96.72452,08:45:00
c-0196-02,t-0196,RED_SNAPPER,2,1,1,95.5,26.94594,-96.27628,13:30:00
c-0196-03,t-0196,RED_SNAPPER,4,4,0,66.2,26.94322,-97.47032,06:45:00
c-0196-04,t-0196,RED_SNAPPER,4,3,1,21.1,26.87666,-96.30809,06:15:00
c-0196-05,t-0196,RED_SNAPPER,8,7,1,28.3,26.75235,-96.30265,15:15:00
c-0196-06,t-0196,COBIA,8,4,4,37.1,27.64124,-96.92455,05:00:00
c-0197-00,t-0197,SNOOK,3,1,2,23.4,26.62848,-96.91868,15:15:00
c-0197-01,t-0197,SNOOK,11,8,3,86.3,27.01673,-97.70449,15:00:00
c-0197-02,t-0197,RED_SNAPPER,1,0,1,97.2,26.89842,-97.18335,08:15:00
c-0197-03,t-0197,TARPON,2,0,2,22.8,26.86168,-97.32292,05:30:00
c-0197-04,t-0197,RED_SNAPPER,2,0,2,99.7,27.88721,-96.44008,15:15:00
c-0197-05,t-0197,SHARK,9,1,8,52.3,27.66523,-97.71197,15:15:00
c-0197-06,t-0197,RED_SNAPPER,7,6,1,43.2,27.43675,-95.93135,06:30:00
c-0198-00,t-0198,FLOUNDER,5,5,0,56.9,26.50622,-96.48408,06:15:00
c-0198-01,t-0198,SNOOK,8,1,7,73.6,26.94552,-96.26491,14:15:00
c-0198-02,t-0198,SNOOK,6,5,1,58.9,26.57946,-97.61051,16:15:00
c-0198-03,t-0198,SNOOK,12,5,7,68.2,26.76371,-96.52929,10:00:00
c-0198-04,t-0198,FLOUNDER,7,3,4,78.7,27.39963,-96.62993,05:15:00
c-0199-00,t-0199,TARPON,12,9,3,93.9,27.47669,-97.32387,10:15:00
c-0199-01,t-0199,SNOOK,1,1,0,101.3,26.63969,-96.5128,05:15:00
c-0199-02,t-0199,FLOUNDER,4,1,3,25.4,27.94795,-97.13746,15:15:00
c-0200-00,t-0200,SNOOK,4,0,4,119.2,28.00069,-97.66003,08:15:00
c-0200-01,t-0200,FLOUNDER,4,1,3,27.8,26.21105,-96.61474,16:45:00
c-0201-00,t-0201,SHARK,11,3,8,106.2,26.65631,-96.90346,12:00:00
c-0201-01,t-0201,TARPON,7,2,5,64.1,28.18733,-97.08084,13:45:00
c-0201-02,t-0201,TARPON,8,0,8,62.7,27.74875,-96.16079,06:30:00
c-0201-03,t-0201,SHARK,12,2,10,58.0,27.36892,-97.4944,09:45:00
c-0202-00,t-0202,TARPON,6,3,3,112.6,27.98181,-96.33926,11:30:00
c-0202-01,t-0202,TARPON,10,1,9,108.5,26.88329,-97.18438,06:45:00
c-0203-00,t-0203,TARPON,11,6,5,93.6,27.58353,-96.40709,08:45:00
c-0203-01,t-0203,SNOOK,11,11,0,22.8,26.07937,-96.17375,15:15:00
c-0203-02,t-0203,SHARK,11,2,9,44.7,26.60106,-96.88906,14:15:00
c-0203-03,t-0203,TARPON,11,11,0,59.8,26.02838,-96.25806,14:00:00
c-0203-04,t-0203,TARPON,7,2,5,45.3,27.19264,-97.42235,09:45:00
c-0203-05,t-0203,RED_SNAPPER,12,1,11,83.6,27.34798,-96.33213,10:15:00
c-0203-06,t-0203,SNOOK,12,6,6,50.8,26.61875,-97.38095,07:45:00
c-0204-00,t-0204,TARPON,3,1,2,38.2,26.40572,-97.4272,06:45:00
c-0204-01,t-0204,SNOOK,4,0,4,38.3,27.30431,-97.37485,08:30:00
c-0204-02,t-0204,SNOOK,8,1,7,36.6,28.26078,-96.05677,09:00:00
c-0205-00,t-0205,RED_SNAPPER,10,0,10,41.1,27.72914,-97.78555,05:45:00
c-0205-01,t-0205,TARPON,5,3,2,95.7,27.38687,-95.82621,14:45:00
c-0205-02,t-0205,COBIA,6,2,4,114.1,26.77407,-96.43628,15:45:00
c-0205-03,t-0205,SHARK,6,6,0,100.6,26.8704,-97.68552,05:45:00
c-0206-00,t-0206,TARPON,8,8,0,86.0,27.03941,-96.42763,05:30:00
c-0206-01,t-0206,SNOOK,1,1,0,64.4,26.03825,-97.07959,14:45:00
c-0206-02,t-0206,TARPON,2,1,1,113.9,26.92038,-96.57482,12:00:00
c-0206-03,t-0206,FLOUNDER,4,1,3,107.6,27.68884,-97.21227,16:00:00
c-0207-00,t-0207,COBIA,4,1,3,95.3,27.10899,-96.71866,15:00:00
c-0207-01,t-0207,SHARK,1,0,1,110.3,26.24258,-95.81328,09:15:00
c-0208-00,t-0208,RED_SNAPPER,2,0,2,54.0,26.51417,-97.56862,14:15:00
c-0208-01,t-0208,SHARK,6,1,5,115.4,27.71262,-97.56779,14:00:00
c-0208-02,t-0208,TARPON,4,3,1,52.0,26.71484,-96.61988,10:15:00
c-0209-00,t-0209,COBIA,10,4,6,94.7,27.14962,-96.88843,16:00:00
c-0209-01,t-0209,SHARK,12,1,11,119.7,27.37742,-97.18222,16:45:00
c-0209-02,t-0209,TARPON,5,5,0,25.9,27.45148,-97.36859,10:15:00
